episode;reward;average
757;256.15603005715883;231.7631577650642
758;275.7837852819806;232.04280868348346
759;245.60022525279845;231.92076830525042
760;240.46031571390358;232.4992757628513
761;272.5288964464197;232.74674199162044
762;250.6363644655505;232.92690761787932
763;206.08796212737928;232.75511701671175
764;256.12732753527285;232.5694568917771
765;260.5343102666081;232.47691506220383
766;282.23611821095454;232.30034918370703
767;265.75692137950705;231.89201377902478
768;232.7681054922141;231.46006758626368
769;258.94267383717863;231.14621319503726
770;268.6420235837136;231.11819529709817
771;291.82020420667556;231.3677293632444
772;274.8453604270778;231.79617175378033
773;274.82916204327336;231.89525393955643
774;277.42118121151725;232.39450328232357
775;267.7548380977733;232.85070927959657
776;270.8299180647764;233.08071461809504
777;251.8024867113499;233.74413085577154
778;232.21722285858556;235.56295150217724
779;232.61676826024188;235.63946943539943
780;256.95780260343344;235.68846975296503
781;275.865818526589;237.20171691792422
782;264.9371328105985;236.9938731176408
783;-167.7232655933942;232.71400462330269
784;273.0437402039708;235.08303666547843
785;-222.04240475707635;230.3359215772053
786;-258.28221006812123;225.33915249435358
787;258.5913347296365;225.72251703729026
788;282.453677483545;227.21569599898075
789;273.5345656938264;227.54134860914758
790;259.82756082948356;227.54223891225388
791;259.17796899420995;227.54544155784114
792;256.9736657329269;227.72285992017444
793;284.6271705186491;227.9443619587267
794;277.1156006403662;228.18224734233922
795;257.5600657622617;227.92557306865518
796;250.02699638484728;227.77897582055596
797;269.75332672921854;227.7066429529776
798;253.80563964303755;227.84570593570413
799;260.5184636204119;229.89129786929706
800;274.3101414501414;229.85743971843368
801;252.08177661671834;229.61981912114672
802;246.83281385726536;229.23678092183076
803;262.97277186154156;230.23517830961188
804;265.27531061089394;230.46375554882607
805;246.76239492101192;230.02021716635966
806;49.037893379545494;227.89414362716235
807;274.3435423703056;227.68631982806204
808;282.9487371697791;227.78417027262648
809;232.20834031637602;228.86391745476075
810;241.20865310810427;228.40312834559268
811;252.8997724976161;228.9938246515856
812;274.9298978655943;229.92401115302718
813;247.37419091538402;232.3381107083918
814;280.0271204046788;233.07835690330634
815;241.42326503703137;232.86871496660817
816;273.732326064743;233.504231711962
817;284.31082752208107;234.45357268197472
818;290.08821403278665;237.52779198473624
819;259.60800956389494;240.19354773110408
820;273.0797500214368;240.1310325084769
821;263.12500211072427;240.24628251303866
822;255.25183753280857;240.4665547138594
823;295.3408202505558;240.98697306838167
824;263.36114680983746;240.8228260513458
825;262.47748087797953;240.63616718100545
826;247.64202972481084;241.5098135798532
827;278.49651946940116;241.4683799205832
828;61.371498642196315;239.1801684328418
829;287.1505755753476;239.2825109064535
830;242.1634009150756;239.07521098325856
831;259.24366504453917;238.72616002703347
832;257.3856591192131;238.60008277386652
833;305.2301378589127;239.26686382968117
834;278.3390578797646;239.3978444143925
835;275.43691800318294;239.39069898194896
836;265.24193285711783;239.07971446271563
837;264.46764282790275;238.72150773018132
838;272.0697584704443;241.61501553459843
839;229.27444340041637;241.25486271325255
840;284.08815949910263;241.38522042697733
841;270.762486783858;242.47208723089096
842;47.19971256525807;240.04127908842315
843;262.2694922009021;240.3451707194637
844;275.1401339113076;242.81056991043218
845;280.4945714639943;242.83030661754688
846;253.3132746889274;242.59249144242574
847;261.74526980246696;242.48622798106672
848;297.1206882079574;243.00155768132132
849;43.907046054948125;240.96255186948747
850;271.58364345659834;241.0971724797578
851;249.15293459752232;241.06258951414284
852;246.27360310012122;241.2244511082642
853;263.97617314509625;241.2262895743606
854;261.77196567908027;240.98403176286592
855;261.5859271655431;240.82794436133335
856;249.65556407070721;240.61686775370882
857;291.40484948476336;240.96935594798492
858;260.956777329901;240.82108586846414
859;256.6019260628231;240.93110287656435
860;274.40997848729035;241.2705995042982
861;275.3593945701103;241.2989044855351
862;291.8133926180087;241.7106747670597
863;282.6784044668212;242.47657919045406
864;305.20856487729844;242.96739156387437
865;270.7904090545976;243.06995255175426
866;305.2774626785721;243.3003659964304
867;286.1629846291104;243.5044266289265
868;289.84264442675124;244.07517201827184
869;297.2587968599403;244.45833324849949
870;257.717628735674;244.34908930001905
871;266.0842611994521;244.09172986994682
872;283.59116883513474;244.1791879540274
873;251.3131557076436;243.9440278906711
874;300.2606240214708;244.17242231877063
875;274.0350909478873;244.23522484727178
876;271.79683903164727;244.24489405694047
877;263.50440577735424;244.36191324760048
878;248.4780860436775;244.52452187945147
879;293.3901240763889;245.13225543761288
880;268.49754194794076;245.247652831058
881;267.71374446316224;245.16613209042373
882;307.91396076220434;245.59590036993984
883;244.7709397046955;249.72084242292073
884;251.26843825466813;249.50308940342768
885;279.7344358839009;254.52085780983748
886;273.34636326608256;259.8371435431795
887;165.5392424464754;258.9066226203479
888;251.5594549360192;258.5976803948726
889;278.2873082989519;258.6452078209239
890;274.3481621381502;258.7904138340105
891;268.32991753460726;258.8819333194145
892;255.35553617472013;258.86575202383244
893;307.022248797142;259.08970280661737
894;263.5331761166352;258.95387856138
895;263.0045669942368;259.0083235736997
896;277.4341675244187;259.2823952850955
897;223.14448506965766;258.8163068684999
898;263.10223593646106;258.9092728314341
899;250.8065541318206;258.8121537365482
900;287.38967142305114;258.9429490362773
901;255.37256091834695;258.9758568792936
902;251.5840237309265;259.02336897803025
903;239.96617990625165;258.7933030584773
904;271.4901267523109;258.85545121989145
905;241.3819385774603;258.80164665645594
906;271.52893630491565;261.02655708570967
907;299.5636581162637;261.2787582431692
908;255.62886408253502;261.00555951229677
909;250.46806420788442;261.1881567512119
910;253.8463365212332;261.3145335853432
911;271.5483864085577;261.5010197244526
912;171.83228660451903;260.47004361184185
913;10.357359086633693;258.0998752935543
914;-40.48520526746162;254.89475203683295
915;28.78004176137739;252.7683198040764
916;3.968516203019888;250.07068170545915
917;251.1648863515623;249.73922229375393
918;272.1876035921915;249.56021618934798
919;288.94823027259275;249.85361839643497
920;244.85779221480084;249.57139881836866
921;229.5158834032227;249.2353076312936
922;272.40190553342154;249.40680831129973
923;267.0119476299411;249.12351958509356
924;273.3207461115163;249.22311557811037
925;249.3725508660339;249.09206627799097
926;258.4084231317523;249.1997302120604
927;212.21452672346044;248.53691028460096
928;285.16066743239776;250.77480197250298
929;274.47029627245905;250.6479991794741
930;291.7535109446264;251.14390027976955
931;249.9217280179794;251.050680909504
932;239.92563484948104;250.87608066680667
933;252.70148052863058;250.35079409350385
934;250.99688387776123;250.07737235348384
935;242.21084955118505;249.7451116689639
936;292.5396511714539;250.01808885210718
937;232.84996420133135;249.7019120658415
938;209.8741074267375;249.07995555540444
939;292.1931669840427;249.70914279124065
940;211.0607506081213;248.97886870233083
941;-3.930761519320825;246.23193621929906
942;262.78350042280204;248.38777409787454
943;261.8696607662103;248.3837757835276
944;285.1481525085551;248.48385596950007
945;248.74789058002682;248.16638916066043
946;281.5456956239556;248.44871337001067
947;279.2098860129728;248.62335953211576
948;291.53511888250307;248.56750383886123
949;-107.4821769844368;247.05361160846735
950;276.1026835343027;247.0988020092444
951;287.34472751347295;247.4807199384039
952;269.6450853572144;247.7144347609748
953;313.676362918235;248.2114366587062
954;263.70124270534507;248.23072942896886
955;296.4834655795787;248.57970481310923
956;249.3913797817591;248.57706297021974
957;299.36306050358394;248.65664508040794
958;272.3787531657944;248.7708648387669
959;260.42835142233344;248.80912909236199
960;-31.501034006553333;245.75001896742356
961;277.494600107797;245.77137102280048
962;268.48240774973567;245.53806117411776
963;232.70820829357623;245.0383592123853
964;249.31820319155122;244.47945559552784
965;277.5922070869981;244.54747357585174
966;309.33395955065737;244.5880385445727
967;274.8573580751883;244.47498227903338
968;307.72141315147223;244.6537699662806
969;275.01138451064037;244.43129584278762
970;304.0764186389697;244.8948837418206
971;-6.3537539593063315;242.17050359023295
972;226.33858046816022;241.59797770656323
973;274.13010134894506;241.82614716297627
974;170.46559190304276;240.52819684179198
975;258.52791785746393;240.37312511088774
976;311.4086667496872;240.76924338806816
977;286.8805767724227;241.0030050980188
978;22.563346509797398;238.74385770268003
979;276.9468759955889;238.57942522187204
980;294.8495082630926;238.84294488502354
981;204.9189749006187;238.2149971893981
982;257.3498449136167;237.70935603091223
983;297.24499119414634;238.23409654580675
984;93.71573692208351;236.6585695324809
985;254.0985330664779;236.40221050430665
986;262.75363725592314;236.29628324420503
987;200.6956048330277;236.64784686807056
988;288.6515752860065;237.01876807157043
989;262.5185887664403;236.86108087624532
990;283.5134348934831;236.9527336037987
991;284.28877840548466;237.11232221250745
992;310.2824291923198;237.66159114268348
993;278.498949855789;237.3763581532699
994;269.7792617048832;237.43881900915238
995;263.8191678592565;237.44696501780257
996;315.1639699583218;237.82426304214158
997;257.70617104713324;238.16987990191632
998;266.10943827468066;238.1999519252985
999;271.66027837627735;238.4084891677431
1000;270.57086240963696;238.24030107760896
